timestamp,venue,symbol,price,size,side
2026-02-27 00:00:00,venue_0,BTC-USD,50304.71707975444,2.332023263455009,sell
2026-02-27 00:00:12,venue_1,BTC-USD,49258.394955117044,2.093727361517948,buy
2026-02-27 00:00:24,venue_0,BTC-USD,49997.71538306853,1.711773261428201,sell
2026-02-27 00:00:36,venue_1,BTC-USD,50938.23712285822,1.0763644483317547,sell
2026-02-27 00:00:48,venue_0,BTC-USD,48950.59126136443,0.5919242153299948,buy
2026-02-27 00:01:00,venue_1,BTC-USD,47675.74212557758,0.4426529136465612,sell
2026-02-27 00:01:12,venue_0,BTC-USD,47797.63984747025,3.6324433708538764,sell
2026-02-27 00:01:24,venue_1,BTC-USD,47495.32685680487,2.148573796857527,sell
2026-02-27 00:01:36,venue_0,BTC-USD,47479.367327460095,0.4999214828453496,buy
2026-02-27 00:01:48,venue_1,BTC-USD,46669.327607785584,1.0406356914741164,buy
2026-02-27 00:02:00,venue_0,BTC-USD,47490.14585151552,0.7407329626077446,sell
2026-02-27 00:02:12,venue_1,BTC-USD,48228.89490062859,0.32361177540082836,sell
2026-02-27 00:02:24,venue_0,BTC-USD,48292.58665208649,1.194408849794417,sell
2026-02-27 00:02:36,venue_1,BTC-USD,49381.33452539261,0.6600150347880738,buy
2026-02-27 00:02:48,venue_0,BTC-USD,49843.059229862505,0.38576123376027804,buy
2026-02-27 00:03:00,venue_1,BTC-USD,48986.463927397235,0.2278352374229407,buy
2026-02-27 00:03:12,venue_0,BTC-USD,49347.73986705037,0.20933833666418025,sell
2026-02-27 00:03:24,venue_1,BTC-USD,48401.366084075366,0.6897499573666243,buy
2026-02-27 00:03:36,venue_0,BTC-USD,49251.729976480165,0.9184250570415928,sell
2026-02-27 00:03:48,venue_1,BTC-USD,49202.551226745665,0.41673664220505996,sell
2026-02-27 00:04:00,venue_0,BTC-USD,49020.63722850101,1.916957756674609,buy
2026-02-27 00:04:12,venue_1,BTC-USD,48353.04522501313,0.9365554567844563,sell
2026-02-27 00:04:24,venue_0,BTC-USD,49535.3171577802,1.7804841302302157,buy
2026-02-27 00:04:36,venue_1,BTC-USD,49382.22381969008,0.8328424501417929,buy
2026-02-27 00:04:48,venue_0,BTC-USD,48959.1882120449,0.45515482863173523,sell
2026-02-27 00:05:00,venue_1,BTC-USD,48614.38475656232,1.1208839007339462,buy
2026-02-27 00:05:12,venue_0,BTC-USD,49131.94242768118,0.28289640398372046,sell
2026-02-27 00:05:24,venue_1,BTC-USD,49491.04196229865,1.715043630187121,sell
2026-02-27 00:05:36,venue_0,BTC-USD,49899.573302292774,0.39174302347759987,sell
2026-02-27 00:05:48,venue_1,BTC-USD,50329.528986687954,2.5048592029085337,buy
2026-02-27 00:06:00,venue_0,BTC-USD,52485.29128683357,0.7128703258818049,sell
2026-02-27 00:06:12,venue_1,BTC-USD,52058.67507646778,2.893692928455469,buy
2026-02-27 00:06:24,venue_0,BTC-USD,51525.341520607406,0.3254250227931901,sell
2026-02-27 00:06:36,venue_1,BTC-USD,50686.74316574483,0.5077481608276366,buy
2026-02-27 00:06:48,venue_0,BTC-USD,51311.18298149419,1.4636523871122582,sell
2026-02-27 00:07:00,venue_1,BTC-USD,52469.76105935095,3.223594668036346,buy
2026-02-27 00:07:12,venue_0,BTC-USD,52350.185141821516,5.294184258282498,sell
2026-02-27 00:07:24,venue_1,BTC-USD,51470.53819947974,1.0422336637994953,buy
2026-02-27 00:07:36,venue_0,BTC-USD,50621.80836133995,6.282359527076541,sell
2026-02-27 00:07:48,venue_1,BTC-USD,51280.492029870584,0.748514614827501,sell
2026-02-27 00:08:00,venue_0,BTC-USD,52042.78082192191,3.0004660372792977,buy
2026-02-27 00:08:12,venue_1,BTC-USD,52608.125992679874,0.38977680562136313,buy
2026-02-27 00:08:24,venue_0,BTC-USD,51907.90162207197,1.5222667499519011,buy
2026-02-27 00:08:36,venue_1,BTC-USD,52148.921764435916,0.09616468958164671,buy
2026-02-27 00:08:48,venue_0,BTC-USD,52270.62254707391,0.32576109240766665,sell
2026-02-27 00:09:00,venue_1,BTC-USD,52499.24232897334,1.594685914569829,sell
2026-02-27 00:09:12,venue_0,BTC-USD,53414.229340692196,0.26916280693933237,sell
2026-02-27 00:09:24,venue_1,BTC-USD,53653.09301912837,1.532575434511666,buy
2026-02-27 00:09:36,venue_0,BTC-USD,54381.60927015726,2.4755389275262947,buy
2026-02-27 00:09:48,venue_1,BTC-USD,54455.11044119297,0.6057304506835594,sell
2026-02-27 00:10:00,venue_0,BTC-USD,54769.99101692006,0.3794801627147075,buy
2026-02-27 00:10:12,venue_1,BTC-USD,55461.50402608535,0.6223910936835495,buy
2026-02-27 00:10:24,venue_0,BTC-USD,53845.18295869418,0.3806738454415629,buy
2026-02-27 00:10:36,venue_1,BTC-USD,53500.92785606644,0.90374001135222,sell
