timestamp,venue,symbol,bid_price,ask_price,bid_size,ask_size
2026-02-27 00:00:00,venue_0,BTC-USD,50651.14971420704,50701.826202165226,20.219701528619343,12.835451888300772
2026-02-27 00:01:00,venue_1,BTC-USD,49808.56358393145,49858.397064255536,29.3288859086223,6.540809573819842
2026-02-27 00:02:00,venue_0,BTC-USD,50718.222883889495,50768.96647857073,38.465861004019544,98.6419646025888
2026-02-27 00:03:00,venue_1,BTC-USD,50783.779148474205,50834.58833221455,77.84631859053152,18.7106735186864
2026-02-27 00:04:00,venue_0,BTC-USD,51190.60172245424,51241.81793228161,94.46401293985264,34.21935465856959
2026-02-27 00:05:00,venue_1,BTC-USD,49367.5467514946,49416.93899436753,92.50918250795038,50.963803830244174
2026-02-27 00:06:00,venue_0,BTC-USD,47145.27098357775,47192.43983898903,17.897679547607268,38.07268921154345
2026-02-27 00:07:00,venue_1,BTC-USD,45729.56993760891,45775.322383769606,6.980934262063401,10.63656694239269
2026-02-27 00:08:00,venue_0,BTC-USD,47326.23694642296,47373.58685832534,83.02476890867166,20.494498265931995
2026-02-27 00:09:00,venue_1,BTC-USD,46239.48000247817,46285.74261378631,29.53360802031918,49.85131912242762
2026-02-27 00:10:00,venue_0,BTC-USD,46916.71249137189,46963.65267395455,58.69978427846917,44.441356005396855
2026-02-27 00:11:00,venue_1,BTC-USD,46314.388418422626,46360.72597561965,97.88411905839476,80.02119053378232
2026-02-27 00:12:00,venue_0,BTC-USD,46092.05147347558,46138.16658250357,19.455778531834962,31.86700776807624
2026-02-27 00:13:00,venue_1,BTC-USD,46050.826507504404,46096.90037094362,38.110733293828645,94.09119690245333
2026-02-27 00:14:00,venue_0,BTC-USD,47564.77361142291,47612.362179318276,86.89229566846548,28.998225357867028
2026-02-27 00:15:00,venue_1,BTC-USD,48120.81107635728,48168.9559598754,65.3480741607261,33.79856711935917
2026-02-27 00:16:00,venue_0,BTC-USD,48491.37321642713,48539.88884745907,93.81774766853636,94.98201959571702
2026-02-27 00:17:00,venue_1,BTC-USD,49748.946968840326,49798.720802726115,63.54021218092453,84.20785438848537
2026-02-27 00:18:00,venue_0,BTC-USD,49118.929424918104,49168.07292609361,31.05342683604092,32.379828622446844
2026-02-27 00:19:00,venue_1,BTC-USD,50168.4466906478,50218.64023411017,80.70575194672634,40.13318441901571
2026-02-27 00:20:00,venue_0,BTC-USD,51072.78571459506,51123.88404947709,76.1671117371867,84.38376725658755
2026-02-27 00:21:00,venue_1,BTC-USD,51981.77850432489,52033.78628672041,93.4282751668075,9.522853987170311
2026-02-27 00:22:00,venue_0,BTC-USD,51820.61762602055,51872.464166917016,48.14052628909023,30.172954794652956
2026-02-27 00:23:00,venue_1,BTC-USD,51367.379066095644,51418.77214169955,50.78108942629666,53.62405368839151
2026-02-27 00:24:00,venue_0,BTC-USD,50473.767848054245,50524.26686541098,33.05848693580586,83.06151351233764
2026-02-27 00:25:00,venue_1,BTC-USD,49658.93714204696,49708.620921078524,27.607075116146795,56.8970507279674
2026-02-27 00:26:00,venue_0,BTC-USD,48748.17917351008,48796.951738966316,99.65625409498865,49.488105877490824
2026-02-27 00:27:00,venue_1,BTC-USD,49105.842381968054,49154.972789553816,97.74829610814554,96.24963929666326
2026-02-27 00:28:00,venue_0,BTC-USD,48881.58944177765,48930.495484240666,53.43499983711662,12.524629020941555
2026-02-27 00:29:00,venue_1,BTC-USD,49303.339988739586,49352.66799273033,95.55347265401981,78.22652664251525
2026-02-27 00:30:00,venue_0,BTC-USD,49784.424250526296,49834.23357944128,36.2593893130378,13.576450895007367
2026-02-27 00:31:00,venue_1,BTC-USD,48729.23735035121,48777.99096450864,85.14943808339395,73.54991653068926
2026-02-27 00:32:00,venue_0,BTC-USD,47667.16556118932,47714.856572256045,63.8519476266882,54.765872237709445
2026-02-27 00:33:00,venue_1,BTC-USD,47449.17371434917,47496.64662451861,71.98954529982676,27.19997486628716
2026-02-27 00:34:00,venue_0,BTC-USD,46713.59695706233,46760.333922502105,72.10209030802004,54.79037163693382
2026-02-27 00:35:00,venue_1,BTC-USD,45891.052600223615,45936.96660982864,63.94703635062007,88.06219261824292
2026-02-27 00:36:00,venue_0,BTC-USD,47447.389834763024,47494.86096016049,85.38047312069115,47.746183533620794
2026-02-27 00:37:00,venue_1,BTC-USD,45992.316202437796,46038.331526302165,39.80931181506703,1.6512780204161812
2026-02-27 00:38:00,venue_0,BTC-USD,47853.22457918327,47901.101742344035,85.06970614534586,6.603955198558797
2026-02-27 00:39:00,venue_1,BTC-USD,48129.69790815337,48177.851682948916,19.15810122813431,63.631060767182866
2026-02-27 00:40:00,venue_0,BTC-USD,49079.044920695545,49128.1485174146,20.79598259980563,68.1152246301545
2026-02-27 00:41:00,venue_1,BTC-USD,49931.38382765283,49981.34018966149,72.01697881880831,40.77571388850981
2026-02-27 00:42:00,venue_0,BTC-USD,50547.496337374105,50598.06912010284,75.26285914243115,25.035258326828625
2026-02-27 00:43:00,venue_1,BTC-USD,52227.52507298455,52279.77872488349,90.32780641188916,71.8806922353317
2026-02-27 00:44:00,venue_0,BTC-USD,51096.886178247776,51148.00862564973,28.19360757566806,31.11195627945498
2026-02-27 00:45:00,venue_1,BTC-USD,50937.07721484613,50988.03977334023,6.550875786257814,8.327146997925986
2026-02-27 00:46:00,venue_0,BTC-USD,50068.24663415626,50118.33992743705,51.23970081528256,41.55144341087154
2026-02-27 00:47:00,venue_1,BTC-USD,48369.852068738786,48418.246117832074,87.65870607230245,54.37472092069656
2026-02-27 00:48:00,venue_0,BTC-USD,47730.16936701021,47777.92341340042,97.17511951103849,96.5972509359287
2026-02-27 00:49:00,venue_1,BTC-USD,49517.70981905905,49567.252300118635,85.9248032252684,59.62994957053371
2026-02-27 00:50:00,venue_0,BTC-USD,49345.91634733903,49395.28694898719,49.50568851758791,21.62369446686018
2026-02-27 00:51:00,venue_1,BTC-USD,51303.48435661484,51354.81350554592,86.47484137103207,83.38716491394946
2026-02-27 00:52:00,venue_0,BTC-USD,53443.688381621054,53497.15880521447,22.183121463034556,29.85671718869897
2026-02-27 00:53:00,venue_1,BTC-USD,56645.10465801515,56701.77809939386,92.19579547225099,95.96854017390275
2026-02-27 00:54:00,venue_0,BTC-USD,58803.841687853965,58862.67494617098,57.11775014078668,33.20591440076537
2026-02-27 00:55:00,venue_1,BTC-USD,61577.185945617435,61638.793935558024,39.54699499440812,91.0422775903059
2026-02-27 00:56:00,venue_0,BTC-USD,61977.643988398784,62039.65263671133,58.582477034267846,88.01644284941565
2026-02-27 00:57:00,venue_1,BTC-USD,62260.66890799743,62322.96072281283,78.6168127768523,86.53528200742092
